SNo,Date,StartupName,IndustryVertical,SubVertical,InvestmentType,New,AmountInUSD
1465,9/12/2015,Voxweb,Picture creation & Social mobile app,,Seed Funding,,"350,000"
1466,9/12/2015,Aye Finance,Nonbanking finance company,,Private Equity,,"3,000,000"
1467,9/12/2015,JumboBasket,eCommerce returns etailer,,Seed Funding,,
1468,10/12/2015,BlackBuck,Online Freight Services Aggregator,,Private Equity,,"25,000,000"
1469,10/12/2015,HomeStudio,Online Branded Furniture etailer,,Private Equity,,"5,000,000"
1470,10/12/2015,PropheSee,Digital Analytics Platform,,Seed Funding,,"500,000"
1471,10/12/2015,i2e1,Internet Network Infrastructure Services,,Seed Funding,,"500,000"
1472,10/12/2015,Holisol Logistics,Supply Chain & Logistics Solutions,,Private Equity,,"10,000,000"
1473,10/12/2015,Stay Simple Resorts,Holiday Resort Chain,,Seed Funding,,
1474,10/12/2015,Paynear,Mobile Point of Sale solutions,,Private Equity,,"2,500,000"
1475,10/12/2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,,Private Equity,,"70,000,000"
1476,11/12/2015,EureQa,Test Automation SAAS platform,,Seed Funding,,"600,000"
1477,11/12/2015,LocalCircles,Citizens Engagement Platform,,Private Equity,,
1478,11/12/2015,GetFocus,Indoor Navigation & Analytics Solutions,,Seed Funding,,
1479,11/12/2015,UrbanClap,Hyperlocal On-Demand Household Services platform,,Private Equity,,
1480,11/12/2015,OnlineRTI,Online RTI application services,,Seed Funding,,"150,000"
1481,11/12/2015,Powerstores,ECommerce Website Creation SAAS platform,,Seed Funding,,
1482,11/12/2015,Weddingz.in,Wedding Venues & Vendors Marketplace,,Seed Funding,,"1,000,000"
1483,11/12/2015,Intelligent Interfaces,Interface development platform for Government officials,,Seed Funding,,
1484,14/12/2015,Capricoast,Modular Furnishings Marketplace,,Private Equity,,"3,500,000"
1485,14/12/2015,JetSetGo,Private Jet Bookings Marketplace,,Private Equity,,
1486,14/12/2015,Cabsguru,Cab search Comparison & Booking platform,,Seed Funding,,"200,000"
1487,14/12/2015,Whoop,Performance Optimization Platform for athletes,,Private Equity,,"3,000,000"
1488,15/12/2015,BookEventz,Event Venue Booking Platform,,Seed Funding,,
1489,15/12/2015,Deal Street Asia,Digital Media Platform,,Seed Funding,,
1490,15/12/2015,Streamoid,visual search and discovery platform,,Seed Funding,,"1,000,000"
1491,16/12/2015,Housejoy,Home services marketplace,,Private Equity,,"22,500,000"
1492,16/12/2015,Bluebirch,End to End reverse logistics Solution platform,,Seed Funding,,"2,000,000"
1493,16/12/2015,MeraDoctor,Virtual Health consultation app,,Private Equity,,"1,200,000"
1494,16/12/2015,STAGE 3,Online Renting platform,,Seed Funding,,
1495,17/12/2015,Rivigo,Logistics Services Provider,,Private Equity,,"30,000,000"
1496,17/12/2015,Springboard,Data Science & UX design Learning platform,,Seed Funding,,"1,700,000"
1497,17/12/2015,Eatfresh,Online marketplace for Chef Meals,,Private Equity,,
1498,18/12/2015,Ampere Vehicles,Electric Bike Manufacturers,,Seed Funding,,"1,200,000"
1499,18/12/2015,Focus Digit,ECommerce platform solutions,,Seed Funding,,
1500,18/12/2015,The News Minute,Online Media Publication,,Seed Funding,,
1501,18/12/2015,CBREX,International Hiring Platform,,Seed Funding,,"200,000"
1502,21/12/2015,TruckMandi,Logistics Service Provider Marketplace,,Private Equity,,"2,000,000"
1503,21/12/2015,Peppertap,Hyperlocal  Grocery Delivery Service,,Private Equity,,"4,000,000"
1504,21/12/2015,KOOH Sports,Sports Education Platform,,Private Equity,,"2,000,000"
1505,22/12/2015,RentOnGo,"Bike, Appliances Renting marketplace",,Seed Funding,,
1506,22/12/2015,Industrybuying,Online Marketplace for Industrial Goods,,Seed Funding,,
1507,22/12/2015,Zapr,Reward points mobile app,,Seed Funding,,
1508,22/12/2015,LatestOne,Mobile accessories online store,,Private Equity,,"3,000,000"
1509,22/12/2015,PlanetGogo,Content Discovery & reward points platform,,Seed Funding,,
1510,22/12/2015,Arya.ai,Artificial Intelligence platform,,Private Equity,,"750,000"
1511,22/12/2015,Doctor Insta,Medical Consultation & Doctor appointment booking platform,,Private Equity,,"500,000"
1512,22/12/2015,MobieFit,Mobile Fitness App,,Private Equity,,"1,000,000"
1513,23/12/2015,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",,Private Equity,,
1514,23/12/2015,Mech Mocha,Mobile Game development & Design platform,,Seed Funding,,"1,000,000"
1515,23/12/2015,Shotang.com,B2B eCommerce Marketplace,,Private Equity,,"5,000,000"
1516,23/12/2015,CityFurnish,Furniture and appliances rental platform,,Seed Funding,,
1517,24/12/2015,Black White Orange,B2B Merchandize platform,,Seed Funding,,"303,000"
1518,24/12/2015,Kolabro,Real Estate focused Tech platform,,Seed Funding,,
1519,24/12/2015,Canvera,Photographer Online search & booking platform,,Private Equity,,"2,200,000"
1520,28/12/2015,Town Essentials,Grocery Delivery platform,,Seed Funding,,"1,000,000"
1521,28/12/2015,Bumper,Mobile Car Servicing appointment app,,Seed Funding,,"500,000"
1522,29/12/2015,Hotify,New Curation Mobile App,,Seed Funding,,"150,000"
1523,29/12/2015,MobiKwik,Mobile Wallet,,Private Equity,,"6,600,000"
1524,30/12/2015,Intelligent Interfaces,Interface development platform for Government officials,,Seed Funding,,
1525,2/11/2015,Twigly,Online Food Ordering & Delivery platform,,Seed Funding,,"200,000"
1526,2/11/2015,CityFlo,Bus Aggregation and rental mobile app,,Seed Funding,,"750,000"
1527,3/11/2015,Findyahan,hyperlocal online Services platform,,Private Equity,,
1528,3/11/2015,Sabse,WiFi – first Cloud communication platform,,Private Equity,,
1529,3/11/2015,Pokkt,Alternate Mobile Monetization platform,,Private Equity,,"5,000,000"
1530,3/11/2015,boibanit,Online Food Ordering Marketplace,,Seed Funding,,"150,000"
1531,3/11/2015,Stuffed,Quick Service Restaurant & Online Delivery,,Seed Funding,,"385,000"
1532,3/11/2015,LoanBaba,Online Loans Marketplace,,Seed Funding,,"320,000"
1533,3/11/2015,Deyor Rooms,Budget Hotels Aggregator,,Seed Funding,,"500,000"
1534,3/11/2015,Bidgely,Efficient Energy Management platform,,Private Equity,,"16,600,000"
1535,4/11/2015,Shirsa Labs,Digital Intelligent learning platform,,Seed Funding,,"250,000"
1536,4/11/2015,Paytunes,Voice Call incentivization mobile app,,Seed Funding,,
1537,4/11/2015,YourDOST,Online Counselling and psychological support platform,,Seed Funding,,"400,000"
1538,5/11/2015,BookMyBai,Domestic Help Aggregation platform,,Seed Funding,,"150,000"
1539,5/11/2015,MyIndianStay,Home Stay & room rentals platform,,Seed Funding,,"200,000"
1540,5/11/2015,Bobble,Selfie Mobile App,,Private Equity,,
1541,6/11/2015,RepUp,Online Reputation Management Platform,,Seed Funding,,
1542,6/11/2015,Satvacart,Online Grocery platform,,Private Equity,,"1,800,000"
1543,6/11/2015,POPxo.com,Online content platform for women,,Private Equity,,"2,000,000"
1544,6/11/2015,SparesHub,Online Vehicle Spare Parts etailer,,Seed Funding,,"460,000"
1545,6/11/2015,Explara,Event Ticketing platform,,Private Equity,,"490,000"
1546,6/11/2015,Soothe Healthcare,affordable Personal Healthcare Products,,Seed Funding,,
1547,6/11/2015,Yuvi Hospitality,Premium dining Lounges & restaurants,,Private Equity,,"15,000,000"
1548,9/11/2015,AppVirality,Mobile Growth HackingPlatform,,Seed Funding,,"500,000"
1549,9/11/2015,iStar Skill Development,Skill Training Startup,,Private Equity,,"1,500,000"
1550,9/11/2015,BigStylist.com,Beauty and Wellness Marketplace,,Private Equity,,"1,000,000"
1551,9/11/2015,Zilingo,Marketplace App for Bangkok,,Private Equity,,"1,900,000"
1552,9/11/2015,Didi,On-demand Maids Service Provider,,Seed Funding,,"150,000"
1553,9/11/2015,Skoov.com,eCommerce Product Search Engine,,Seed Funding,,"150,000"
1554,10/11/2015,Chefs Basket,Ready to cook packaged Foods,,Private Equity,,"6,000,000"
1555,11/11/2015,Gingercrush,Product Customization Platform,,Seed Funding,,
1556,11/11/2015,Delight Foods,Branded Food products online sales,,Private Equity,,"600,000"
1557,11/11/2015,6Degree,Talent platform for Fashion professionals,,Seed Funding,,
1558,11/11/2015,RenewBuy,Auto Insurance Online platform,,Seed Funding,,"500,000"
1559,11/11/2015,Grab,Hyperlocal Logistics Service Provider,,Seed Funding,,
1560,12/11/2015,Hitwicket,Cricket Management Mobile Game,,Seed Funding,,"250,000"
1561,13/11/2015,Flashdoor,On Demand Laundry Service platform,,Seed Funding,,
1562,16/11/2015,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,,Private Equity,,"3,700,000"
1563,16/11/2015,Absentia,Virtual Reality Headset creator,,Seed Funding,,"180,000"
1564,16/11/2015,Renowala,Home Improvement Service platform,,Seed Funding,,
1565,16/11/2015,TaskBucks,mobile-only tasks marketplace,,Private Equity,,"15,000,000"
1566,17/11/2015,CraftsVilla,Women Ethnic Wear  Online Marketplace,,Private Equity,,"34,000,000"
1567,17/11/2015,Julia Computing,Numerical Computing & Data Science Platform,,Seed Funding,,"600,000"
1568,17/11/2015,StyleTag,Designer fashion Jewellery Marketplace,,Seed Funding,,"7,500,000"
1569,17/11/2015,Smytten,Online Products Discovery Platform,,Seed Funding,,"200,000"
1570,17/11/2015,BiBox,Kids Tool kit for Innovation platform,,Seed Funding,,"530,000"
1571,17/11/2015,Convegenius,Mobile Learning Solutions,,Seed Funding,,"300,000"
1572,18/11/2015,Ola,Car Aggregator & Retail Mobile App,,Private Equity,,"500,000,000"
1573,18/11/2015,Goodbox,conversational commerce mobile app,,Private Equity,,"2,500,000"
1574,18/11/2015,ScoopWhoop,Viral Content web Platform,,Private Equity,,"4,000,000"
1575,18/11/2015,Hipship,Express local delivery platform,,Seed Funding,,
1576,18/11/2015,Pickrr,On-Demand Local Logistics provider,,Seed Funding,,
1577,18/11/2015,Truelancer,Curated Freelancer Marketplace,,Seed Funding,,
1578,19/11/2015,AHA Taxis,Online Taxi Rental Platform,,Seed Funding,,
1579,19/11/2015,UrbanClap,Mobile Services Marketplace,,Private Equity,,"25,000,000"
1580,19/11/2015,SenseGiz,Smartwatch Maker,,Seed Funding,,"500,000"
1581,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,,Seed Funding,,
1582,19/11/2015,Fourseven,Online Jewellery etailer,,Seed Funding,,"455,000"
1583,20/11/2015,MindTickle,Sales & Productivity Software,,Private Equity,,"12,500,000"
1584,20/11/2015,Shopsense,ecommerce related software product platform,,Seed Funding,,
1585,20/11/2015,Medinfi,Health-Tech platform,,Seed Funding,,"305,000"
1586,20/11/2015,OUWT,Nightlife Discovery Mobile App,,Seed Funding,,"150,000"
1587,20/11/2015,HeyPillow,Online Real Estate Marketplace,,Private Equity,,"3,000,000"
1588,21/11/2015,Healers At Home,"Home Healthcare Services platform,",,Seed Funding,,
1589,21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,,Private Equity,,"1,200,000"
1590,21/11/2015,Talkoot,Social platform for traders and investors,,Seed Funding,,"100,000"
1591,23/11/2015,RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Private Equity,,"2,000,000"
1592,23/11/2015,Medikoe,Healthcare Services Discovery platform,,Seed Funding,,"100,000"
1593,24/11/2015,Stylofie,Health and Beauty Services Marketplace,,Seed Funding,,"250,000"
1594,24/11/2015,ServX,Automotive Services platform,,Seed Funding,,
1595,24/11/2015,Naaptol,Online and TV Shopping Marketplace,,Private Equity,,"52,000,000"
1596,24/11/2015,Crayon Data,Big Data Analytics Platform,,Private Equity,,
1597,25/11/2015,EarlySalary.com,Mobile App based Loan disbursement platform,,Seed Funding,,"1,500,000"
1598,25/11/2015,Tooler,On Demand Laundry Services App,,Seed Funding,,"110,000"
1599,25/11/2015,S Chand,Education Content Provider,,Private Equity,,"27,000,000"
1600,26/11/2015,Stelae,Content Management Software Solutions,,Private Equity,,
1601,26/11/2015,GoQii,Fitness Tracking Management Solutions,,Private Equity,,"13,400,000"
1602,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,,Private Equity,,"120,000,000"
1603,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,,Private Equity,,"1,000,000"
1604,26/11/2015,KountMoney,Online Lending Marketplace,,Seed Funding,,
1605,27/11/2015,StayGlad,On Demand Beauty Services Platform,,Private Equity,,
1606,27/11/2015,JustRide,Self Driven Rental Car Platform,,Private Equity,,"2,000,000"
1607,27/11/2015,Fastudent,Education Content etailer,,Seed Funding,,
1608,27/11/2015,LearnOn,Clud based Learning platform,,Seed Funding,,
1609,27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,,Seed Funding,,
1610,28/11/2015,M-TAXI,Two-Wheeler Taxi Service,,Seed Funding,,
1611,30/11/2015,Baxi,Two-Wheeler Taxi Service,,Seed Funding,,"1,450,000"
1612,30/11/2015,Superhero Brands,character merchandize sales platform,,Seed Funding,,"540,000"
1613,30/11/2015,MoMagic,Mobile Application Developer,,Private Equity,,
1614,30/11/2015,QikPod,Ecommerce Delivery locker services,,Private Equity,,"9,000,000"
1615,30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,,Seed Funding,,
1616,30/11/2015,Bro4U,Hyperlocal Online Home services provider,,Seed Funding,,
1617,1/10/2015,Indifi,Easy Business Loans platform,,Seed Funding,,
1618,1/10/2015,Wydr,Performance based Wholesale Marketplace,,Seed Funding,,
1619,1/10/2015,EasyFix,Professional Services Marketplace,,Seed Funding,,
1620,1/10/2015,Muvizz,Movie-on-demand platform,,Seed Funding,,"350,000"
1621,1/10/2015,Abhibus,bus ticketing and fleet management platform,,Private Equity,,
1622,1/10/2015,Cleartax,Online Income Tax Filing platform,,Private Equity,,
1623,2/10/2015,Shopalyst,Product discovery & recommendation platform,,Private Equity,,"2,000,000"
1624,3/10/2015,Chillr,Mobile Payments App,,Private Equity,,"6,000,000"
1625,5/10/2015,Nykaa,Beauty & Wellness Products e-tailer,,Private Equity,,"9,500,000"
1626,5/10/2015,Voylla,Fashion jewelry and accessories e-tailer,,Private Equity,,"15,000,000"
1627,5/10/2015,IndiaLends,Online Consumer Lending platform,,Private Equity,,"1,000,000"
1628,5/10/2015,Rock N Shop,Premium Apparel shopping portal,,Seed Funding,,"150,000"
1629,6/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Seed Funding,,"700,000"
1630,6/10/2015,WorkIndia,Job Board,,Seed Funding,,"500,000"
1631,6/10/2015,SportzVillage,Sports Management & Physical Education Business,,Private Equity,,"10,000,000"
1632,6/10/2015,SportyBeans,multi-sport program for preschoolers,,Seed Funding,,
1633,6/10/2015,Burger Singh,QSR & Online delivery portal,,Seed Funding,,"500,000"
1634,6/10/2015,Welcome Cure,Online Homeopathy Clinic,,Private Equity,,"6,000,000"
1635,7/10/2015,SchoolGuru,E-Learning Service Provider,,Private Equity,,"3,000,000"
1636,7/10/2015,Naturally Yours,Organic Food etailer,,Seed Funding,,
1637,7/10/2015,GoJavas,Delivery & Logistics Service provider,,Private Equity,,"20,000,000"
1638,7/10/2015,Scandid,Product Discovery & comparison App,,Private Equity,,
1639,7/10/2015,StalkBuyLove,Online Apparels Fashion brand,,Private Equity,,
1640,8/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,,Private Equity,,"2,000,000"
1641,8/10/2015,Cube26,Gesture based Mobile Development,,Private Equity,,"7,700,000"
1642,8/10/2015,Mobikon,Hotel Mobile CRM Software platform,,Private Equity,,
1643,8/10/2015,Grabhouse,Rental Accommodation Search platform,,Private Equity,,"10,000,000"
1644,8/10/2015,Quifers,Logistics Tech Platform,,Seed Funding,,"310,000"
1645,9/10/2015,Stockroom.io,Developer Portfolio Showcase platform,,Seed Funding,,"70,000"
1646,9/10/2015,Curofy,Doctors Network Mobile App,,Private Equity,,
1647,9/10/2015,Cloud Lending,End-to-End Lending platform,,Private Equity,,"8,000,000"
1648,9/10/2015,Inayo,on-demand healthcare marketplace,,Seed Funding,,"300,000"
1649,9/10/2015,WoNoBo,360-degree view creating platform,,Private Equity,,
1650,9/10/2015,Kulzy,Advertising & Marketing Community Networking platform,,Seed Funding,,"1,000,000"
1651,9/10/2015,Zeppery,Food Ordering & Delivery App,,Seed Funding,,"77,000"
1652,12/10/2015,Zify,Ride Sharing platform,,Seed Funding,,"190,000"
1653,12/10/2015,Faircent,Online P2P lending marketplace,,Private Equity,,
1654,12/10/2015,Bizongo,B2B marketplace for industrial goods,,Seed Funding,,
1655,12/10/2015,Gridle,Cloud Based Collaboration platform,,Seed Funding,,"100,000"
1656,12/10/2015,Tripoto,global community for travellers,,Private Equity,,
1657,12/10/2015,Mubble,Prepaid Bill manager App,,Private Equity,,
1658,13/10/2015,Voodoo,Mobile Only Shopping Assistant,,Seed Funding,,"1,000,000"
1659,13/10/2015,Lookup,Mobile Messaging Assistant App,,Private Equity,,"2,500,000"
1660,14/10/2015,AskMyGift,Personalized Wish List creator app,,Seed Funding,,"50,000"
1661,14/10/2015,Gaana.com,Music Streaming mobile app,,Private Equity,,
1662,14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,,Seed Funding,,"77,000"
1663,14/10/2015,GymTrekker,Gym Discovery platform,,Seed Funding,,
1664,15/10/2015,Bounty App,Online Purchase rewards app,,Seed Funding,,
1665,16/10/2015,Homers.in,Home rental platform,,Seed Funding,,
1666,16/10/2015,mShipper,Crowdsourced Delivery platform,,Seed Funding,,
1667,16/10/2015,BolRealty,Real Estate Insights platform,,Seed Funding,,
1668,17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Private Equity,,"1,000,000"
1669,19/10/2015,LetsVenture,Startup Funding Marketplace,,Private Equity,,
1670,19/10/2015,Citrus Payment,Payments Solution platform,,Private Equity,,"25,000,000"
1671,19/10/2015,Holidify,Travel Destination Discovery platform,,Seed Funding,,"100,000"
1672,20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,,Seed Funding,,
1673,20/10/2015,Opinio,Last Mile Delivery Service,,Private Equity,,"7,000,000"
1674,20/10/2015,Attune Technologies,Healthcare IT Solutions & services,,Private Equity,,"10,000,000"
1675,20/10/2015,iChef.in,Gourmet Meals Delivery,,Private Equity,,
1676,21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,,Seed Funding,,
1677,21/10/2015,AgentDesks,Real Estate Mobile CRM,,Seed Funding,,"2,950,000"
1678,21/10/2015,White Owl Brewery,Micro-Brewery,,Private Equity,,"1,530,000"
1679,21/10/2015,MealHopper,Home Made Food Marketplace,,Seed Funding,,"100,000"
1680,21/10/2015,Zenify.in,residential rental management platform,,Seed Funding,,"640,000"
1681,21/10/2015,Stockal,Personalized Stock Intelligence Platform,,Seed Funding,,
